Day fraction since midnight on 	pH probe (pH)	Source pressure (Pa)
0.6484758340	7.9983286858	0.0000000000
0.6484874184	7.9838008881	0.0000000000
0.6484989743	8.0081758499	0.0000000000
0.6485105481	7.9851579666	0.0000000000
0.6485221217	8.0803232193	0.0000000000
0.6485337060	8.0690355301	0.0000000000
0.6485452744	8.0500040054	0.0000000000
0.6485568518	7.9824619293	0.0000000000
0.6485684246	8.0075569153	0.0000000000
0.6485799927	8.0581188202	0.0000000000
0.6485915772	7.9545960426	0.0000000000
0.6486031443	8.0180587769	0.0000000000
0.6486147219	8.0440578461	0.0000000000
0.6486263092	8.0202941895	0.0000000000
0.6486378629	7.9453454018	0.0000000000
0.6486494398	7.9832477570	0.0000000000
0.6486610170	7.9797844887	0.0000000000
0.6486725895	7.9490756989	0.0000000000
0.6486841694	7.9827122688	0.0000000000
0.6486957362	8.0043573380	0.0000000000
0.6487073111	8.0755519867	0.0000000000
0.6487188842	8.0257978439	0.0000000000
0.6487304639	8.0328817368	0.0000000000
0.6487420366	7.9341721535	0.0000000000
0.6487536229	7.9432010651	0.0000000000
0.6487651789	7.9464769363	0.0000000000
0.6487767528	7.8818430901	0.0000000000
0.6487883303	7.9541811943	0.0000000000
0.6487999028	7.9767074585	0.0000000000
0.6488114788	7.9314537048	0.0000000000
0.6488230548	7.9579844475	0.0000000000
0.6488346240	8.0403327942	0.0000000000
0.6488462047	8.0383090973	0.0000000000
0.6488577715	7.9930076599	0.0000000000
0.6488693520	8.0069751740	0.0000000000
0.6488809203	7.9852995872	0.0000000000
0.6488925003	8.0054578781	0.0000000000
0.6489040688	8.0192604065	0.0000000000
0.6489156429	8.0766763687	0.0000000000
0.6489272188	8.0193662643	0.0000000000
0.6489387930	7.9239730835	0.0000000000
0.6489503607	7.9044442177	0.0000000000
0.6489619395	7.9683928490	0.0000000000
0.6489735139	8.0044403076	0.0000000000
0.6489850938	8.0323095322	0.0000000000
0.6489966622	8.0298318863	0.0000000000
0.6490082405	7.9118499756	0.0000000000
0.6490198061	7.8795270920	0.0000000000
0.6490313820	7.8906040192	0.0000000000
0.6490429632	7.9837117195	0.0000000000
0.6490545273	8.0159015656	0.0000000000
0.6490661011	8.0504722595	0.0000000000
0.6490776751	8.0092897415	0.0000000000
0.6490892533	7.9260439873	0.0000000000
0.6491008334	8.0205087662	0.0000000000
0.6491124041	7.9875092506	0.0000000000
0.6491239785	7.8445768356	0.0000000000
0.6491355522	7.8472280502	0.0000000000
0.6491471231	7.9381856918	0.0000000000
0.6491586963	7.9472017288	0.0000000000
0.6491702700	7.9581627846	0.0000000000
0.6491818465	7.8596272469	0.0000000000
0.6491934141	7.8493313789	0.0000000000
0.6492049926	7.9091720581	0.0000000000
0.6492165635	7.8946781158	0.0000000000
0.6492281450	7.8969240189	0.0000000000
0.6492397105	7.8917431831	0.0000000000
0.6492512945	7.8669476509	0.0000000000
0.6492628678	7.9722523689	0.0000000000
0.6492744411	7.8968524933	0.0000000000
0.6492860098	7.9393520355	0.0000000000
0.6492975899	7.9436120987	0.0000000000
0.6493091626	7.9057974815	0.0000000000
0.6493207384	7.9448261261	0.0000000000
0.6493323056	7.8762917519	0.0000000000
0.6493438849	7.8915324211	0.0000000000
0.6493554501	7.9071545601	0.0000000000
0.6493670304	7.9107255936	0.0000000000
0.6493786097	7.9571275711	0.0000000000
0.6493901744	7.9293990135	0.0000000000
0.6494017477	7.8981075287	0.0000000000
0.6494133203	7.8555545807	0.0000000000
0.6494248960	7.8635020256	0.0000000000
0.6494364770	7.8579850197	0.0000000000
0.6494480426	7.8661975861	0.0000000000
0.6494596205	7.8794631958	0.0000000000
0.6494711906	7.8539662361	0.0000000000
0.6494827721	7.8720536232	0.0000000000
0.6494943467	7.8489513397	0.0000000000
0.6495059163	7.8991150856	0.0000000000
0.6495174869	7.9086089134	0.0000000000
0.6495290703	7.8086190224	0.0000000000
0.6495406436	7.8589487076	0.0000000000
0.6495522086	7.8620071411	0.0000000000
0.6495637821	7.8464679718	0.0000000000
0.6495753575	7.8385958672	0.0000000000
0.6495869417	7.8447299004	0.0000000000
0.6495985049	7.9051437378	0.0000000000
0.6496100784	7.8404040337	0.0000000000
0.6496216600	7.8496294022	0.0000000000
0.6496332316	7.8963747025	0.0000000000
0.6496448112	7.8655195236	0.0000000000
0.6496563852	7.8143277168	0.0000000000
0.6496679601	7.8693938255	0.0000000000
0.6496795271	7.8407754898	0.0000000000
0.6496911015	7.7682156563	0.0000000000
0.6497026705	7.8777399063	0.0000000000
0.6497142457	7.8691616058	0.0000000000
0.6497258238	7.8417916298	0.0000000000
0.6497374020	7.8475761414	0.0000000000
0.6497489724	7.8827266693	0.0000000000
0.6497605525	7.7940144539	0.0000000000
0.6497721177	7.7363286018	0.0000000000
0.6497836879	7.7530703545	0.0000000000
0.6497952713	7.7805171013	0.0000000000
0.6498068428	7.8799157143	0.0000000000
0.6498184129	7.8463969231	0.0000000000
0.6498299896	7.9131002426	0.0000000000
0.6498415691	7.7854981422	0.0000000000
0.6498531449	7.8616809845	0.0000000000
0.6498647072	7.8253059387	0.0000000000
0.6498762844	7.8817481995	0.0000000000
0.6498878631	7.7655377388	0.0000000000
0.6498994283	7.7452740669	0.0000000000
0.6499110142	7.8256516457	0.0000000000
0.6499225867	7.9283733368	0.0000000000
0.6499341622	7.9260444641	0.0000000000
0.6499457303	7.8237152100	0.0000000000
0.6499573015	7.7874560356	0.0000000000
0.6499688846	7.8102617264	0.0000000000
0.6499804472	7.7873497009	0.0000000000
0.6499920312	7.8299903870	0.0000000000
0.6500035951	7.8329787254	0.0000000000
0.6500151809	7.7521648407	0.0000000000
0.6500267475	7.8698744774	0.0000000000
0.6500383297	7.8374710083	0.0000000000
0.6500498988	7.9027962685	0.0000000000
0.6500614650	7.8015809059	0.0000000000
0.6500730477	7.7912826538	0.0000000000
0.6500846242	7.7727684975	0.0000000000
0.6500961921	7.7870492935	0.0000000000
0.6501077729	7.7712512016	0.0000000000
0.6501193396	7.7727117538	0.0000000000
0.6501309103	7.8218941689	0.0000000000
0.6501425000	7.7204747200	0.0000000000
0.6501540809	7.7745003700	0.0000000000
0.6501656362	7.8288440704	0.0000000000
0.6501772142	7.7398281097	0.0000000000
0.6501887879	7.7348260880	0.0000000000
0.6502003617	7.7752223015	0.0000000000
0.6502119324	7.7474484444	0.0000000000
0.6502235072	7.8362746239	0.0000000000
0.6502350860	7.7312407494	0.0000000000
0.6502466580	7.8005909920	0.0000000000
0.6502582238	7.8088469505	0.0000000000
0.6502698043	7.7523436546	0.0000000000
0.6502813820	7.7663908005	0.0000000000
0.6502929553	7.7013955116	0.0000000000
0.6503045307	7.7863197327	0.0000000000
0.6503160982	7.7454509735	0.0000000000
0.6503276796	7.7508263588	0.0000000000
0.6503392439	7.7121968269	0.0000000000
0.6503508195	7.7697515488	0.0000000000
0.6503624116	7.7403817177	0.0000000000
0.6503739743	7.8055057526	0.0000000000
0.6503855461	7.7307596207	0.0000000000
0.6503971193	7.7904767990	0.0000000000
0.6504086960	7.7771425247	0.0000000000
0.6504202727	7.7680015564	0.0000000000
0.6504318356	7.7444434166	0.0000000000
0.6504434179	7.7008886337	0.0000000000
0.6504549922	7.7751431465	0.0000000000
0.6504665777	7.7146539688	0.0000000000
0.6504781309	7.7490749359	0.0000000000
0.6504897235	7.6717514992	0.0000000000
0.6505012863	7.6867747307	0.0000000000
0.6505128572	7.7505955696	0.0000000000
0.6505244366	7.7145290375	0.0000000000
0.6505360136	7.7126545906	0.0000000000
0.6505475814	7.7583742142	0.0000000000
0.6505591610	7.7269401550	0.0000000000
0.6505707338	7.7956056595	0.0000000000
0.6505823019	7.7418270111	0.0000000000
0.6505938765	7.6986751556	0.0000000000
0.6506054563	7.7257952690	0.0000000000
0.6506170422	7.7041740417	0.0000000000
0.6506285993	7.6844940186	0.0000000000
0.6506401698	7.7263221741	0.0000000000
0.6506517515	7.7627167702	0.0000000000
0.6506633237	7.6974000931	0.0000000000
0.6506748896	7.7444076538	0.0000000000
0.6506864652	7.6762809753	0.0000000000
0.6506980385	7.7300882339	0.0000000000
0.6507096114	7.7195692062	0.0000000000
0.6507211960	7.7454161644	0.0000000000
0.6507327627	7.7089619637	0.0000000000
0.6507443392	7.7264556885	0.0000000000
0.6507559189	7.8115649223	0.0000000000
0.6507674842	7.5914683342	0.0000000000
0.6507790630	7.8194384575	0.0000000000
0.6507906348	7.7852458954	0.0000000000
0.6508022699	7.7342014313	0.0000000000
0.6508137871	7.7515306473	0.0000000000
0.6508253547	7.7678852081	0.0000000000
0.6508369268	7.6532030106	0.0000000000
0.6508485100	7.6389002800	0.0000000000
0.6508600858	7.7062878609	0.0000000000
0.6508716542	7.6920609474	0.0000000000
0.6508832318	7.6326870918	0.0000000000
0.6508948007	7.7293276787	0.0000000000
0.6509063706	7.7499413490	0.0000000000
0.6509179517	7.7493438721	0.0000000000
0.6509295260	7.6596579552	0.0000000000
0.6509410970	7.6238031387	0.0000000000
0.6509526709	7.6423301697	0.0000000000
0.6509642419	7.6788372993	0.0000000000
0.6509758146	7.6952176094	0.0000000000
0.6509873981	7.7031207085	0.0000000000
0.6509989701	7.6214871407	0.0000000000
0.6510105393	7.6820902824	0.0000000000
0.6510221150	7.7466659546	0.0000000000
0.6510337074	7.6664133072	0.0000000000
0.6510452630	7.6910753250	0.0000000000
0.6510568425	7.6867127419	0.0000000000
0.6510684090	7.6569862366	0.0000000000
0.6510799927	7.6992816925	0.0000000000
0.6510915626	7.5526633263	0.0000000000
0.6511031404	7.6983180046	0.0000000000
0.6511147147	7.6811604500	0.0000000000
0.6511262809	7.6558899879	0.0000000000
0.6511378554	7.7337398529	0.0000000000
0.6511494301	7.7057986259	0.0000000000
0.6511610058	7.5751619339	0.0000000000
0.6511725752	7.7214784622	0.0000000000
0.6511841545	7.6179399490	0.0000000000
0.6511957322	7.7038168907	0.0000000000
0.6512072965	7.6592493057	0.0000000000
0.6512188757	7.7279195786	0.0000000000
0.6512304490	7.6503562927	0.0000000000
0.6512420187	7.7390513420	0.0000000000
0.6512536097	7.6792678833	0.0000000000
0.6512651658	7.6539807320	0.0000000000
0.6512767502	7.6086378098	0.0000000000
0.6512883223	7.7124624252	0.0000000000
0.6512998931	7.6559958458	0.0000000000
0.6513114647	7.6330490112	0.0000000000
0.6513230360	7.6217346191	0.0000000000
0.6513346211	7.6694841385	0.0000000000
0.6513461885	7.6151580811	0.0000000000
0.6513577668	7.6543259621	0.0000000000
0.6513693323	7.6555190086	0.0000000000
0.6513809169	7.6665735245	0.0000000000
0.6513924801	7.6566324234	0.0000000000
0.6514040639	7.6452207565	0.0000000000
0.6514156299	7.6899924278	0.0000000000
0.6514272119	7.6187787056	0.0000000000
0.6514387778	7.5972847939	0.0000000000
0.6514503620	7.6052813530	0.0000000000
0.6514619344	7.5920872688	0.0000000000
0.6514735035	7.6237673759	0.0000000000
0.6514850785	7.7055845261	0.0000000000
0.6514966572	7.6748757362	0.0000000000
0.6515082263	7.7136821747	0.0000000000
0.6515198046	7.6114411354	0.0000000000
0.6515313706	7.5982923508	0.0000000000
0.6515429542	7.6139225960	0.0000000000
0.6515545176	7.6099958420	0.0000000000
0.6515660914	7.6587715149	0.0000000000
0.6515776742	7.6224746704	0.0000000000
0.6515892485	7.5833034515	0.0000000000
0.6516008216	7.6422419548	0.0000000000
0.6516123927	7.5557928085	0.0000000000
0.6516239633	7.6032347679	0.0000000000
0.6516355451	7.6163864136	0.0000000000
0.6516471138	7.7137174606	0.0000000000
0.6516586837	7.6019520760	0.0000000000
0.6516702658	7.6157259941	0.0000000000
0.6516818369	7.6432847977	0.0000000000
0.6516934057	7.5559163094	0.0000000000
0.6517049892	7.5231537819	0.0000000000
0.6517165629	7.5808258057	0.0000000000
0.6517281292	7.5514612198	0.0000000000
0.6517397073	7.6322050095	0.0000000000
0.6517512823	7.6364364624	0.0000000000
0.6517628604	7.6247777939	0.0000000000
0.6517744262	7.5454854965	0.0000000000
0.6517859997	7.6047096252	0.0000000000
0.6517975741	7.5276708603	0.0000000000
0.6518091548	7.5843391418	0.0000000000
0.6518207211	7.6036138535	0.0000000000
0.6518323055	7.5972294807	0.0000000000
0.6518438734	7.6556425095	0.0000000000
0.6518554478	7.6598963737	0.0000000000
0.6518670231	7.6051745415	0.0000000000
0.6518785987	7.5134949684	0.0000000000
0.6518901742	7.5681276321	0.0000000000
0.6519017386	7.6608753204	0.0000000000
0.6519133230	7.6000704765	0.0000000000
0.6519248948	7.6140618324	0.0000000000
0.6519364676	7.5752921104	0.0000000000
0.6519480409	7.5431170464	0.0000000000
0.6519596174	7.5883560181	0.0000000000
0.6519711917	7.6794462204	0.0000000000
0.6519827764	7.5050854683	0.0000000000
0.6519943362	7.5419497490	0.0000000000
0.6520059159	7.5402207375	0.0000000000
0.6520174994	7.4994258881	0.0000000000
0.6520290593	7.5483322144	0.0000000000
0.6520406344	7.5611109734	0.0000000000
0.6520522071	7.5949687958	0.0000000000
0.6520637781	7.5213894844	0.0000000000
0.6520753509	7.4888076782	0.0000000000
0.6520869316	7.4676995277	0.0000000000
0.6520985089	7.4860534668	0.0000000000
0.6521100800	7.4756546021	0.0000000000
0.6521216473	7.5104818344	0.0000000000
0.6521332365	7.4325275421	0.0000000000
0.6521447980	7.4762730598	0.0000000000
0.6521563715	7.4882063866	0.0000000000
0.6521679550	7.4803757668	0.0000000000
0.6521795199	7.5038876534	0.0000000000
0.6521910963	7.5749297142	0.0000000000
0.6522026680	7.5821690559	0.0000000000
0.6522142446	7.6204752922	0.0000000000
0.6522258117	7.5388560295	0.0000000000
0.6522373934	7.4994616508	0.0000000000
0.6522489727	7.4986939430	0.0000000000
0.6522605437	7.4840874672	0.0000000000
0.6522721179	7.5539336205	0.0000000000
0.6522836933	7.5319914818	0.0000000000
0.6522952605	7.5117368698	0.0000000000
0.6523068367	7.5115842819	0.0000000000
0.6523184102	7.5141940117	0.0000000000
0.6523299878	7.4998188019	0.0000000000
0.6523415583	7.5634827614	0.0000000000
0.6523531284	7.5500645638	0.0000000000
0.6523647050	7.4964442253	0.0000000000
0.6523762813	7.5165119171	0.0000000000
0.6523878498	7.5943145752	0.0000000000
0.6523994285	7.5221362114	0.0000000000
0.6524110068	7.4474353790	0.0000000000
0.6524225771	7.5070872307	0.0000000000
0.6524341448	7.4837512970	0.0000000000
0.6524457221	7.4566483498	0.0000000000
0.6524573048	7.4510240555	0.0000000000
0.6524688739	7.5341005325	0.0000000000
0.6524804508	7.5723052025	0.0000000000
0.6524920204	7.4839458466	0.0000000000
0.6525035893	7.4692192078	0.0000000000
0.6525151693	7.4452037811	0.0000000000
0.6525267456	7.3992123604	0.0000000000
0.6525383178	7.4342861176	0.0000000000
0.6525498853	7.4754776955	0.0000000000
0.6525614705	7.5660028458	0.0000000000
0.6525730428	7.5171818733	0.0000000000
0.6525846119	7.5186491013	0.0000000000
0.6525961872	7.5615930557	0.0000000000
0.6526077611	7.4560837746	0.0000000000
0.6526193433	7.4616827965	0.0000000000
0.6526309144	7.4285936356	0.0000000000
0.6526424886	7.4948730469	0.0000000000
0.6526540623	7.4929442406	0.0000000000
0.6526656378	7.4962477684	0.0000000000
0.6526772055	7.4546165466	0.0000000000
0.6526887800	7.5575046539	0.0000000000
0.6527003560	7.4736986160	0.0000000000
0.6527119314	7.5029253960	0.0000000000
0.6527234959	7.5145654678	0.0000000000
0.6527350744	7.5105667114	0.0000000000
0.6527466541	7.5128340721	0.0000000000
0.6527582397	7.4086389542	0.0000000000
0.6527697950	7.4756016731	0.0000000000
0.6527813714	7.4483637810	0.0000000000
0.6527929491	7.4170842171	0.0000000000
0.6528045155	7.4312100410	0.0000000000
0.6528160954	7.4950695038	0.0000000000
0.6528276625	7.5034279823	0.0000000000
0.6528392436	7.5120816231	0.0000000000
0.6528508160	7.4881534576	0.0000000000
0.6528623894	7.4241561890	0.0000000000
0.6528739643	7.4347233772	0.0000000000
0.6528855425	7.4868569374	0.0000000000
0.6528971126	7.4723305702	0.0000000000
0.6529086870	7.5456671715	0.0000000000
0.6529202546	7.4626955986	0.0000000000
0.6529318321	7.3969426155	0.0000000000
0.6529434117	7.4171733856	0.0000000000
0.6529549780	7.3764233589	0.0000000000
0.6529665603	7.4237437248	0.0000000000
0.6529781292	7.3364515305	0.0000000000
0.6529897072	7.3354740143	0.0000000000
0.6530012795	7.3668942451	0.0000000000
0.6530128515	7.4159178734	0.0000000000
0.6530244284	7.4060502052	0.0000000000
0.6530360061	7.4309029579	0.0000000000
0.6530475714	7.3590803146	0.0000000000
0.6530591455	7.4820718765	0.0000000000
0.6530707301	7.4019293785	0.0000000000
0.6530822931	7.4530076981	0.0000000000
0.6530938757	7.4305100441	0.0000000000
0.6531054465	7.2973814011	0.0000000000
0.6531170221	7.4046936035	0.0000000000
0.6531285974	7.3656826019	0.0000000000
0.6531401656	7.3862881660	0.0000000000
0.6531517371	7.3806486130	0.0000000000
0.6531633148	7.3116745949	0.0000000000
0.6531748935	7.3945345879	0.0000000000
0.6531864678	7.3605809212	0.0000000000
0.6531980416	7.3972840309	0.0000000000
0.6532096068	7.4302906990	0.0000000000
0.6532211865	7.2393665314	0.0000000000
0.6532327631	7.3732347488	0.0000000000
0.6532443326	7.3248362541	0.0000000000
0.6532559060	7.4479165077	0.0000000000
0.6532674857	7.4109244347	0.0000000000
0.6532790605	7.3431510925	0.0000000000
0.6532906339	7.4042143822	0.0000000000
0.6533022094	7.4516038895	0.0000000000
0.6533137828	7.3467049599	0.0000000000
0.6533253564	7.3507714272	0.0000000000
0.6533369320	7.3533277512	0.0000000000
0.6533485002	7.2996973991	0.0000000000
0.6533600749	7.3127460480	0.0000000000
0.6533716553	7.3127636909	0.0000000000
0.6533832249	7.3517966270	0.0000000000
0.6533947918	7.3313598633	0.0000000000
0.6534063750	7.3394374847	0.0000000000
0.6534179479	7.3009171486	0.0000000000
0.6534295235	7.3058724403	0.0000000000
0.6534410960	7.2910523415	0.0000000000
0.6534526655	7.3580942154	0.0000000000
0.6534642393	7.3114180565	0.0000000000
0.6534758166	7.2931246758	0.0000000000
0.6534873881	7.2890720367	0.0000000000
0.6534989672	7.3180127144	0.0000000000
0.6535105400	7.3073520660	0.0000000000
0.6535221099	7.3072991371	0.0000000000
0.6535336843	7.3049793243	0.0000000000
0.6535452648	7.2726283073	0.0000000000
0.6535568314	7.3002629280	0.0000000000
End Experiment 2
0.6535684115	7.3562021255	0.0000000000
0.6535799784	7.2495598793	0.0000000000
0.6535915549	7.2814278603	0.0000000000
0.6536031256	7.3721094131	0.0000000000
0.6536147199	7.3009090424	0.0000000000
0.6536262817	7.3235459328	0.0000000000
0.6536378561	7.3119425774	0.0000000000
0.6536494276	7.2850413322	0.0000000000
0.6536610029	7.3066401482	0.0000000000
0.6536725794	7.3298859596	0.0000000000
0.6536841468	7.3245182037	0.0000000000
0.6536957386	7.3060507774	0.0000000000
0.6537073103	7.2014002800	0.0000000000
0.6537188853	7.2720570564	0.0000000000
0.6537304432	7.2278857231	0.0000000000
0.6537420179	7.1657729149	0.0000000000
0.6537535971	7.3101391792	0.0000000000
0.6537651715	7.2483291626	0.0000000000
0.6537767458	7.1890721321	0.0000000000
0.6537883150	7.2957015038	0.0000000000
0.6537998891	7.2915711403	0.0000000000
0.6538114678	7.2758598328	0.0000000000
0.6538230346	7.2930474281	0.0000000000
0.6538346107	7.2786450386	0.0000000000
0.6538461831	7.3327035904	0.0000000000
0.6538577579	7.3506317139	0.0000000000
0.6538693293	7.2596721649	0.0000000000
0.6538809079	7.3258328438	0.0000000000
0.6538924759	7.2998561859	0.0000000000
0.6539040539	7.2266011238	0.0000000000
0.6539156332	7.2480792999	0.0000000000
0.6539272015	7.1442294121	0.0000000000
0.6539387780	7.0836791992	0.0000000000
0.6539503682	7.0402603149	0.0000000000
0.6539619293	6.0793395042	0.0000000000
0.6539734980	5.5285782814	0.0000000000
0.6539850752	5.5424509048	0.0000000000
0.6539966461	5.5660786629	0.0000000000
0.6540082180	5.5799164772	0.0000000000
0.6540197997	5.5894212723	0.0000000000
0.6540313739	5.6001515388	0.0000000000
0.6540429439	5.6119260788	0.0000000000
0.6540545330	5.6111745834	0.0000000000
0.6540660886	5.6129627228	0.0000000000
0.6540776726	5.6147956848	0.0000000000
0.6540892441	5.6285004616	0.0000000000
0.6541008093	5.6250147820	0.0000000000
0.6541123912	5.6270360947	0.0000000000
0.6541239640	5.6570081711	0.0000000000
0.6541355305	5.6354193687	0.0000000000
0.6541471100	5.6336107254	0.0000000000
0.6541586837	5.6305742264	0.0000000000
0.6541702630	5.6272420883	0.0000000000
0.6541818317	5.6296224594	0.0000000000
0.6541934062	5.6234822273	0.0000000000
0.6542049757	5.6303868294	0.0000000000
0.6542165709	5.6306591034	0.0000000000
0.6542281257	5.6318659782	0.0000000000
0.6542397018	5.6292505264	0.0000000000
0.6542512788	5.6391220093	0.0000000000
0.6542628521	5.6240463257	0.0000000000
0.6542744251	6.3858199120	0.0000000000
0.6542859949	6.8358092308	0.0000000000
0.6542975771	6.7955164909	0.0000000000
0.6543091459	6.8528251648	0.0000000000
0.6543207234	6.8577833176	0.0000000000
0.6543322899	6.7968468666	0.0000000000
0.6543438677	6.7050609589	0.0000000000
0.6543554386	6.7018036842	0.0000000000
0.6543670167	6.8479118347	0.0000000000
0.6543785904	6.7522234917	0.0000000000
0.6543901694	6.7213692665	0.0000000000
0.6544017445	6.7282018661	0.0000000000
0.6544133177	6.7109832764	0.0000000000
0.6544248919	6.6867938042	0.0000000000
0.6544364602	6.6984205246	0.0000000000
0.6544480303	6.7181568146	0.0000000000
0.6544596033	6.6571016312	0.0000000000
0.6544711819	6.2534999847	0.0000000000
0.6544827609	6.6028094292	0.0000000000
0.6544943264	6.6658668518	0.0000000000
0.6545058997	6.5402760506	0.0000000000
0.6545174759	6.6528878212	0.0000000000
0.6545290531	6.6991887093	0.0000000000
0.6545406288	6.6685276031	0.0000000000
0.6545522076	6.6571621895	0.0000000000
0.6545637739	6.6795005798	0.0000000000
0.6545753438	6.8218674660	0.0000000000
0.6545869229	6.7528033257	0.0000000000
0.6545985046	6.8688220978	0.0000000000
0.6546100663	6.8832201958	0.0000000000
0.6546216438	6.9119644165	0.0000000000
0.6546332235	6.7743487358	0.0000000000
0.6546447944	6.7551641464	0.0000000000
0.6546563695	6.7598762512	0.0000000000
0.6546679437	6.6525444984	0.0000000000
0.6546795183	6.7336611748	0.0000000000
0.6546910857	6.8016571999	0.0000000000
0.6547026681	6.7850441933	0.0000000000
0.6547142400	6.7600259781	0.0000000000
0.6547258076	6.7659201622	0.0000000000
0.6547373816	6.7615218163	0.0000000000
0.6547489630	6.8354654312	0.0000000000
0.6547605351	6.7361931801	0.0000000000
0.6547721245	6.6683211327	0.0000000000
0.6547836873	6.6758456230	0.0000000000
0.6547952596	6.6037855148	0.0000000000
0.6548068479	6.6635661125	0.0000000000
0.6548183996	6.6582512856	0.0000000000
0.6548299778	6.6584844589	0.0000000000
0.6548415574	6.6273250580	0.0000000000
0.6548531288	6.6101427078	0.0000000000
0.6548647107	6.6344327927	0.0000000000
0.6548762708	6.6540694237	0.0000000000
0.6548878498	6.6081657410	0.0000000000
0.6548994228	6.5625281334	0.0000000000
0.6549109939	6.5965266228	0.0000000000
0.6549225737	6.6185007095	0.0000000000
0.6549341403	6.5799183846	0.0000000000
0.6549457241	6.6512737274	0.0000000000
0.6549572907	6.6025443077	0.0000000000
0.6549688678	6.6582269669	0.0000000000
0.6549804387	6.6475925446	0.0000000000
0.6549920207	6.5908436775	0.0000000000
0.6550035972	6.6248011589	0.0000000000
0.6550151683	6.6029863358	0.0000000000
0.6550267329	6.6544432640	0.0000000000
0.6550383116	6.6384115219	0.0000000000
0.6550498906	6.6515655518	0.0000000000
0.6550614561	6.7495036125	0.0000000000
0.6550730405	6.6610422134	0.0000000000
0.6550846057	6.6982846260	0.0000000000
0.6550961823	6.7053322792	0.0000000000
0.6551077516	6.6611752510	0.0000000000
0.6551193379	6.6561322212	0.0000000000
0.6551309101	6.6315283775	0.0000000000
0.6551424737	6.6539330482	0.0000000000
0.6551540552	6.6403894424	0.0000000000
0.6551656264	6.6466407776	0.0000000000
0.6551771955	6.6713747978	0.0000000000
0.6551887813	6.7202191353	0.0000000000
0.6552003495	6.7104220390	0.0000000000
0.6552119284	6.7156181335	0.0000000000
0.6552235029	6.6743817329	0.0000000000
0.6552350795	6.7528033257	0.0000000000
0.6552466474	6.6651868820	0.0000000000
0.6552582253	6.7367687225	0.0000000000
0.6552697971	6.7503194809	0.0000000000
0.6552813620	6.7311954498	0.0000000000
0.6552929363	6.8237915039	0.0000000000
0.6553045102	6.7673697472	0.0000000000
0.6553160914	6.8479461670	0.0000000000
0.6553276662	6.8014578819	0.0000000000
0.6553392494	6.8216457367	0.0000000000
0.6553508211	6.7630858421	0.0000000000
0.6553623921	6.7780284882	0.0000000000
0.6553739767	6.8246154785	0.0000000000
0.6553855484	6.7498435974	0.0000000000
0.6553971094	6.7899789810	0.0000000000
0.6554086777	6.6850929260	0.0000000000
0.6554202525	6.6744847298	0.0000000000
0.6554318256	6.6543755531	0.0000000000
0.6554434053	6.6398401260	0.0000000000
0.6554549780	6.6379032135	0.0000000000
0.6554665554	6.6294708252	0.0000000000
0.6554781316	6.6398401260	0.0000000000
0.6554896999	6.6385488510	0.0000000000
0.6555012710	6.6550555229	0.0000000000
0.6555128530	6.6622266769	0.0000000000
0.6555244263	6.6177248955	0.0000000000
0.6555359986	6.5251126289	0.0000000000
0.6555475879	6.5407142639	0.0000000000
0.6555591487	6.4719052315	0.0000000000
0.6555707142	6.4569625854	0.0000000000
0.6555822964	6.4941902161	0.0000000000
0.6555938746	6.5570750237	0.0000000000
0.6556054399	6.4989676476	0.0000000000
0.6556170097	6.5401229858	0.0000000000
0.6556285895	6.6492137909	0.0000000000
0.6556401661	6.6085953712	0.0000000000
0.6556517402	6.6158571243	0.0000000000
0.6556633171	6.5913243294	0.0000000000
0.6556748848	6.6503977776	0.0000000000
0.6556864639	6.6447672844	0.0000000000
0.6556980386	6.6653342247	0.0000000000
0.6557096053	6.6921720505	0.0000000000
0.6557211786	6.6431555748	0.0000000000
0.6557327575	6.6506042480	0.0000000000
0.6557443334	6.6661925316	0.0000000000
0.6557559043	6.6015415192	0.0000000000
0.6557674854	6.5832214355	0.0000000000
0.6557790487	6.4872379303	0.0000000000
0.6557906223	6.4944458008	0.0000000000
0.6558021969	6.5228943825	0.0000000000
0.6558137746	6.4930572510	0.0000000000
0.6558253436	6.5280871391	0.0000000000
0.6558369244	6.5638904572	0.0000000000
0.6558485023	6.6433095932	0.0000000000
0.6558600712	6.6040062904	0.0000000000
0.6558716452	6.6287236214	0.0000000000
0.6558832134	6.6330924034	0.0000000000
0.6558947962	6.5761656761	0.0000000000
0.6559063644	6.5985836983	0.0000000000
0.6559179435	6.5771269798	0.0000000000
0.6559295190	6.5623455048	0.0000000000
0.6559410891	6.5762972832	0.0000000000
0.6559526660	6.5190830231	0.0000000000
0.6559642400	6.5029487610	0.0000000000
0.6559758134	6.4794692993	0.0000000000
0.6559873888	6.5289201736	0.0000000000
0.6559989569	6.5352439880	0.0000000000
0.6560105391	6.5346541405	0.0000000000
0.6560221028	6.5485205650	0.0000000000
0.6560336988	6.5446457863	0.0000000000
0.6560452590	6.5311474800	0.0000000000
0.6560568278	6.5592303276	0.0000000000
0.6560684120	6.5057091713	0.0000000000
0.6560799831	6.5492167473	0.0000000000
0.6560915500	6.4865751266	0.0000000000
0.6561031286	6.4741382599	0.0000000000
0.6561146999	6.4733834267	0.0000000000
0.6561262777	6.6180887222	0.0000000000
0.6561378532	6.5294694901	0.0000000000
0.6561494381	6.5064306259	0.0000000000
